Animal ID,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Sex upon Outcome,Age upon Outcome,binary_outcome,DateTime_Intake_month,DateTime_Intake_year,DateTime_Outcome_month,DateTime_Outcome_year,Date of Birth_month,Date of Birth_year,Day_in_shelter,Reproduction_ability,health_Situation
A668972,Austin,Public Assist,Normal,Dog,Intact Male,1461.0,Other,Black,Intact Male,1479.0,Death,12,2013,12,2013,12,2009,18.0,Yes,Healthy
A756041,Austin,Stray,Normal,Cat,Intact Female,76.0,Domestic Shorthair Mix,Black,Spayed Female,80.0,Alive,8,2017,8,2017,5,2017,4.0,No,Healthy
A791266,Creedmoor,Owner Surrender,Normal,Cat,Neutered Male,1826.0,Domestic Shorthair Mix,Mix color,Neutered Male,1846.0,Alive,3,2019,4,2019,3,2014,20.0,No,Healthy
A782709,Travis,Stray,Injured,Dog,Intact Female,1826.0,Other,Mix color,Intact Female,1828.0,Alive,10,2018,10,2018,10,2013,2.0,Yes,Unhealthy
A699922,Austin,Stray,Normal,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Tabby,Neutered Male,733.0,Alive,4,2015,4,2015,4,2013,3.0,No,Healthy
A768629,Austin,Owner Surrender,Normal,Dog,Neutered Male,433.0,Other,Mix color,Neutered Male,438.0,Alive,5,2018,6,2018,3,2017,5.0,No,Healthy
A700939,Leander,Owner Surrender,Normal,Dog,Neutered Male,140.0,Pit Bull Mix,Mix color,Neutered Male,144.0,Alive,5,2015,5,2015,12,2014,4.0,No,Healthy
A712189,Austin,Stray,Normal,Dog,Neutered Male,2191.0,Other,Tricolor,Neutered Male,2192.0,Alive,9,2015,9,2015,9,2009,1.0,No,Healthy
A700596,Austin,Stray,Normal,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Mix color,Neutered Male,382.0,Alive,4,2015,5,2015,4,2014,17.0,No,Healthy
A743116,Austin,Stray,Normal,Dog,Intact Male,366.0,Pit Bull Mix,Mix color,Intact Male,366.0,Alive,2,2017,2,2017,2,2016,0.0,Yes,Healthy
A672666,Austin,Stray,Normal,Cat,Spayed Female,549.0,Domestic Shorthair Mix,Mix color,Spayed Female,556.0,Alive,2,2014,2,2014,8,2012,7.0,No,Healthy
A384027,Austin,Stray,Normal,Dog,Neutered Male,3573.5499999999965,Other,Brown,Neutered Male,3575.6999999999966,Alive,3,2019,3,2019,11,2004,2.150000000000091,No,Healthy
A665843,Austin,Owner Surrender,Normal,Cat,Intact Male,122.0,Domestic Shorthair Mix,Tabby,Neutered Male,133.0,Alive,10,2013,11,2013,6,2013,11.0,No,Healthy
A668433,Austin,Stray,Normal,Dog,Intact Male,731.0,Pit Bull Mix,Mix color,Intact Male,738.0,Death,12,2013,12,2013,12,2011,7.0,Yes,Healthy
A683220,Pflugerville,Public Assist,Normal,Cat,Intact Female,366.0,Domestic Shorthair Mix,Tabby,Intact Female,387.0,Alive,7,2014,7,2014,7,2013,21.0,Yes,Healthy
A674877,Austin,Stray,Normal,Dog,Intact Male,74.0,Other,Mix color,Neutered Male,78.0,Alive,3,2014,3,2014,1,2014,4.0,No,Healthy
A800513,Austin,Stray,Normal,Cat,Intact Male,61.0,Domestic Shorthair,Mix color,Neutered Male,74.0,Alive,7,2019,8,2019,5,2019,13.0,No,Healthy
A797067,Austin,Owner Surrender,Normal,Dog,Neutered Male,2191.0,German Shepherd Mix,Mix color,Neutered Male,2202.0,Alive,6,2019,6,2019,6,2013,11.0,No,Healthy
A801161,Austin,Stray,Normal,Cat,Unknown,22.0,Domestic Shorthair,Black,Unknown,22.0,Alive,7,2019,7,2019,7,2019,0.0,Unknown,Healthy
A773489,Austin,Stray,Normal,Cat,Intact Male,37.0,Domestic Shorthair Mix,Mix color,Neutered Male,59.0,Alive,6,2018,6,2018,4,2018,22.0,No,Healthy
A633175,Austin,Owner Surrender,Normal,Dog,Intact Male,1583.0,Other,Mix color,Neutered Male,1618.0,Alive,5,2015,7,2015,1,2011,35.0,No,Healthy
A803448,Austin,Stray,Normal,Cat,Intact Male,62.0,Domestic Shorthair,Tabby,Neutered Male,76.0,Alive,9,2019,9,2019,7,2019,14.0,No,Healthy
A717273,Austin,Stray,Normal,Cat,Intact Male,730.0,Domestic Shorthair Mix,Tabby,Neutered Male,734.0,Alive,12,2015,12,2015,12,2013,4.0,No,Healthy
A724016,Austin,Stray,Normal,Dog,Intact Male,731.0,Other,Mix color,Neutered Male,737.0,Alive,4,2016,4,2016,4,2014,6.0,No,Healthy
A804289,Austin,Stray,Normal,Dog,Intact Male,1461.0,Other,Mix color,Neutered Male,1470.0,Alive,9,2019,9,2019,9,2015,9.0,No,Healthy
A460100,Austin,Stray,Injured,Dog,Neutered Male,3573.5499999999965,Other,Mix color,Neutered Male,3575.6999999999966,Alive,3,2017,3,2017,8,2005,2.150000000000091,No,Unhealthy
A775687,Austin,Stray,Normal,Cat,Intact Male,54.0,Domestic Shorthair Mix,Mix color,Intact Male,59.0,Alive,7,2018,7,2018,5,2018,5.0,Yes,Healthy
A706493,Austin,Stray,Normal,Cat,Unknown,730.0,Domestic Shorthair Mix,Black,Unknown,731.0,Alive,6,2015,6,2015,6,2013,1.0,Unknown,Healthy
A739932,Austin,Owner Surrender,Normal,Dog,Intact Female,153.0,Chihuahua Shorthair Mix,Mix color,Spayed Female,216.0,Alive,12,2016,2,2017,7,2016,63.0,No,Healthy
A674508,Austin,Stray,Normal,Dog,Neutered Male,2922.0,Labrador Retriever Mix,Yellow,Neutered Male,3122.0,Alive,3,2014,9,2014,3,2006,200.0,No,Healthy
A699079,Austin,Stray,Normal,Dog,Neutered Male,685.0,Labrador Retriever Mix,Mix color,Neutered Male,690.0,Alive,9,2016,9,2016,10,2014,5.0,No,Healthy
A737337,Austin,Stray,Aged,Dog,Spayed Female,3573.5499999999965,Other,Red,Spayed Female,3575.6999999999966,Alive,10,2016,10,2016,10,2003,2.150000000000091,No,Healthy
A728802,Austin,Stray,Normal,Cat,Intact Female,53.0,Domestic Shorthair Mix,Tabby,Intact Female,58.0,Alive,6,2016,6,2016,4,2016,5.0,Yes,Healthy
A797447,Austin,Stray,Normal,Cat,Intact Male,92.0,Other,Mix color,Intact Male,96.0,Alive,6,2019,6,2019,3,2019,4.0,Yes,Healthy
A772001,Austin,Stray,Normal,Cat,Intact Female,24.0,Domestic Shorthair Mix,Mix color,Intact Female,26.0,Alive,5,2018,5,2018,4,2018,2.0,Yes,Healthy
A770459,Austin,Stray,Normal,Dog,Intact Male,365.0,Other,Mix color,Neutered Male,377.0,Alive,4,2018,5,2018,4,2017,12.0,No,Healthy
A732096,Austin,Public Assist,Normal,Dog,Spayed Female,182.0,Other,Mix color,Spayed Female,190.0,Alive,8,2016,8,2016,2,2016,8.0,No,Healthy
A678567,Austin,Stray,Normal,Dog,Intact Female,365.0,Other,Mix color,Spayed Female,379.0,Alive,5,2014,5,2014,5,2013,14.0,No,Healthy
A754667,Austin,Stray,Normal,Cat,Intact Female,36.0,Domestic Shorthair Mix,Tabby,Spayed Female,92.0,Alive,7,2017,9,2017,6,2017,56.0,No,Healthy
A679061,Austin,Public Assist,Normal,Dog,Spayed Female,254.0,Pit Bull Mix,Mix color,Spayed Female,281.0,Alive,5,2014,6,2014,9,2013,27.0,No,Healthy
A708415,Austin,Stray,Normal,Cat,Unknown,22.0,Domestic Shorthair Mix,Tabby,Unknown,22.0,Alive,7,2015,7,2015,7,2015,0.0,Unknown,Healthy
A800176,Austin,Stray,Normal,Dog,Intact Male,169.0,Other,Mix color,Intact Male,169.0,Alive,8,2019,8,2019,2,2019,0.0,Yes,Healthy
A671153,Austin,Public Assist,Normal,Dog,Intact Male,1097.0,Chihuahua Shorthair Mix,Tan,Neutered Male,1108.0,Alive,1,2014,1,2014,1,2011,11.0,No,Healthy
A704121,Austin,Stray,Normal,Dog,Spayed Female,730.0,Other,Tricolor,Spayed Female,732.0,Alive,6,2015,6,2015,6,2013,2.0,No,Healthy
A729822,Austin,Stray,Normal,Cat,Intact Female,61.0,Domestic Shorthair Mix,Tabby,Spayed Female,68.0,Alive,6,2016,7,2016,4,2016,7.0,No,Healthy
A796927,Austin,Stray,Nursing,Cat,Intact Female,15.0,Domestic Shorthair,Tabby,Intact Female,15.0,Alive,6,2019,6,2019,5,2019,0.0,Yes,Healthy
A808871,Austin,Stray,Normal,Dog,Intact Male,92.0,Other,Mix color,Neutered Male,96.0,Alive,11,2019,11,2019,8,2019,4.0,No,Healthy
A731470,Austin,Stray,Normal,Cat,Intact Male,79.0,Siamese Mix,Point,Neutered Male,83.0,Alive,7,2016,7,2016,5,2016,4.0,No,Healthy
A765743,Austin,Stray,Normal,Dog,Intact Male,334.0,Other,Mix color,Neutered Male,339.0,Alive,1,2018,1,2018,2,2017,5.0,No,Healthy
A781823,Austin,Stray,Normal,Dog,Intact Female,300.0,Other,Mix color,Spayed Female,304.0,Alive,10,2018,10,2018,12,2017,4.0,No,Healthy
A792215,Austin,Stray,Normal,Dog,Intact Male,730.0,Other,Mix color,Intact Male,731.0,Alive,4,2019,4,2019,4,2017,1.0,Yes,Healthy
A747311,Austin,Owner Surrender,Normal,Cat,Neutered Male,1096.0,Siamese Mix,Point,Neutered Male,1104.0,Alive,4,2017,4,2017,4,2014,8.0,No,Healthy
A682573,Austin,Stray,Normal,Dog,Intact Female,365.0,Other,Mix color,Spayed Female,377.0,Alive,6,2014,7,2014,6,2013,12.0,No,Healthy
A768218,Austin,Owner Surrender,Normal,Dog,Spayed Female,1461.0,Other,Mix color,Spayed Female,1461.0,Alive,3,2018,3,2018,3,2014,0.0,No,Healthy
A712193,Austin,Stray,Sick,Dog,Intact Male,3573.5499999999965,Other,Mix color,Intact Male,3575.6999999999966,Death,9,2015,9,2015,9,2005,2.150000000000091,Yes,Unhealthy
A778653,Travis,Owner Surrender,Normal,Dog,Spayed Female,2319.0,Pit Bull Mix,Mix color,Spayed Female,2325.0,Alive,12,2018,12,2018,8,2012,6.0,No,Healthy
A757358,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,731.0,Labrador Retriever Mix,Black,Intact Female,763.0,Alive,9,2017,10,2017,9,2015,32.0,Yes,Healthy
A708921,Austin,Stray,Injured,Dog,Intact Male,730.0,Pit Bull Mix,Mix color,Neutered Male,940.0,Alive,8,2015,2,2016,8,2013,210.0,No,Unhealthy
A710754,Austin,Stray,Normal,Cat,Intact Male,730.0,Domestic Shorthair Mix,Tabby,Intact Male,731.0,Alive,8,2015,8,2015,8,2013,1.0,Yes,Healthy
A757288,Austin,Stray,Normal,Dog,Intact Male,77.0,Other,Tan,Neutered Male,81.0,Alive,9,2017,9,2017,6,2017,4.0,No,Healthy
A800980,Austin,Owner Surrender,Normal,Dog,Intact Male,3573.5499999999965,Other,Mix color,Intact Male,3575.6999999999966,Alive,7,2019,8,2019,7,2009,2.150000000000091,Yes,Healthy
A736561,Travis,Public Assist,Normal,Dog,Spayed Female,243.0,Other,Tricolor,Spayed Female,244.0,Alive,10,2016,10,2016,2,2016,1.0,No,Healthy
A741771,Travis,Stray,Normal,Dog,Intact Male,366.0,Pit Bull Mix,Mix color,Neutered Male,397.0,Alive,1,2017,2,2017,1,2016,31.0,No,Healthy
A773354,Austin,Stray,Normal,Dog,Intact Female,151.0,Other,Mix color,Spayed Female,156.0,Alive,5,2018,6,2018,12,2017,5.0,No,Healthy
A747422,Austin,Stray,Normal,Cat,Neutered Male,731.0,Domestic Shorthair Mix,Blue,Neutered Male,737.0,Alive,4,2017,4,2017,4,2015,6.0,No,Healthy
A702230,Austin,Stray,Normal,Cat,Intact Male,730.0,Siamese Mix,Point,Intact Male,731.0,Alive,5,2015,5,2015,5,2013,1.0,Yes,Healthy
A744772,Austin,Stray,Normal,Cat,Intact Female,365.0,Other,Black,Spayed Female,366.0,Alive,3,2017,3,2017,3,2016,1.0,No,Healthy
A754274,Austin,Owner Surrender,Normal,Dog,Spayed Female,381.0,Other,Mix color,Spayed Female,384.0,Alive,8,2017,8,2017,7,2016,3.0,No,Healthy
A737329,Austin,Stray,Normal,Dog,Neutered Male,731.0,Other,Brown,Neutered Male,734.0,Alive,10,2016,10,2016,10,2014,3.0,No,Healthy
A808195,Austin,Wildlife,Normal,Other,Unknown,730.0,Other,Black,Unknown,730.0,Death,11,2019,11,2019,11,2017,0.0,Unknown,Healthy
A797246,Pflugerville,Owner Surrender,Normal,Cat,Intact Male,120.0,Other,Mix color,Neutered Male,123.0,Alive,6,2019,6,2019,2,2019,3.0,No,Healthy
A760148,Austin,Owner Surrender,Normal,Cat,Intact Female,2557.0,Other,Mix color,Spayed Female,2574.0,Alive,10,2017,10,2017,10,2010,17.0,No,Healthy
A778852,Austin,Stray,Normal,Other,Intact Male,367.0,Other,Mix color,Intact Male,370.0,Alive,8,2018,8,2018,8,2017,3.0,Yes,Healthy
A770440,Austin,Stray,Normal,Dog,Intact Male,365.0,Other,Tan,Neutered Male,370.0,Alive,4,2018,4,2018,4,2017,5.0,No,Healthy
A791383,Austin,Stray,Normal,Dog,Intact Male,304.0,Other,Mix color,Neutered Male,314.0,Alive,3,2019,4,2019,5,2018,10.0,No,Healthy
A726422,Austin,Stray,Normal,Cat,Spayed Female,731.0,Domestic Shorthair Mix,Tortie,Spayed Female,943.0,Alive,5,2016,12,2016,5,2014,212.0,No,Healthy
A743802,Manor,Stray,Normal,Dog,Neutered Male,2317.0,German Shepherd Mix,Tricolor,Neutered Male,2317.0,Alive,6,2019,6,2019,2,2013,0.0,No,Healthy
A811209,Austin,Stray,Normal,Cat,Intact Female,730.0,Domestic Shorthair,Tabby,Spayed Female,743.0,Alive,12,2019,1,2020,12,2017,13.0,No,Healthy
A757798,Austin,Stray,Other,Cat,Intact Male,7.0,Domestic Shorthair Mix,Black,Intact Male,7.0,Alive,9,2017,9,2017,8,2017,0.0,Yes,Healthy
A672315,Austin,Stray,Normal,Dog,Intact Female,731.0,Other,Mix color,Spayed Female,740.0,Alive,2,2014,2,2014,2,2012,9.0,No,Healthy
A743983,Austin,Owner Surrender,Normal,Dog,Spayed Female,1153.0,Labrador Retriever Mix,Mix color,Spayed Female,1172.0,Alive,4,2017,5,2017,2,2014,19.0,No,Healthy
A749207,Austin,Stray,Normal,Cat,Intact Female,30.0,Domestic Shorthair Mix,Mix color,Spayed Female,97.0,Alive,5,2017,7,2017,4,2017,67.0,No,Healthy
A712602,Austin,Stray,Normal,Dog,Intact Male,365.0,Other,Mix color,Neutered Male,385.0,Alive,9,2015,10,2015,9,2014,20.0,No,Healthy
A810907,Austin,Stray,Normal,Dog,Intact Female,365.0,Other,Tricolor,Spayed Female,374.0,Alive,12,2019,12,2019,12,2018,9.0,No,Healthy
A743287,Williamson,Owner Surrender,Normal,Dog,Spayed Female,1706.0,Other,Other,Spayed Female,1708.0,Alive,2,2017,2,2017,6,2012,2.0,No,Healthy
A746023,Austin,Owner Surrender,Normal,Dog,Spayed Female,365.0,Other,Mix color,Spayed Female,368.0,Alive,3,2017,3,2017,3,2016,3.0,No,Healthy
A688997,Austin,Stray,Sick,Cat,Neutered Male,3573.5499999999965,Domestic Shorthair Mix,Mix color,Neutered Male,3575.6999999999966,Death,3,2016,3,2016,9,2004,2.150000000000091,No,Unhealthy
A748168,Austin,Stray,Normal,Dog,Intact Female,548.0,Chihuahua Shorthair Mix,Tan,Intact Female,552.0,Alive,4,2017,5,2017,10,2015,4.0,Yes,Healthy
A754203,Austin,Stray,Normal,Cat,Intact Female,365.0,Domestic Shorthair Mix,Torbie,Intact Female,369.0,Alive,7,2017,7,2017,7,2016,4.0,Yes,Healthy
A795397,Austin,Stray,Normal,Cat,Intact Female,34.0,Other,Tabby,Spayed Female,67.0,Alive,5,2019,6,2019,4,2019,33.0,No,Healthy
A697243,Austin,Stray,Normal,Dog,Neutered Male,1096.0,Pit Bull Mix,Mix color,Neutered Male,1096.0,Alive,2,2015,2,2015,2,2012,0.0,No,Healthy
A791891,Travis,Stray,Injured,Cat,Intact Female,365.0,Domestic Shorthair Mix,Mix color,Spayed Female,384.0,Alive,4,2019,4,2019,4,2018,19.0,No,Unhealthy
A783389,Austin,Stray,Injured,Cat,Neutered Male,912.0,Domestic Shorthair Mix,Black,Neutered Male,916.0,Alive,10,2018,11,2018,5,2016,4.0,No,Unhealthy
A800102,Austin,Public Assist,Normal,Other,Unknown,365.0,Other,Black,Unknown,369.0,Death,7,2019,7,2019,7,2018,4.0,Unknown,Healthy
A753657,Travis,Owner Surrender,Sick,Dog,Intact Female,80.0,Other,Mix color,Intact Female,81.0,Alive,7,2017,7,2017,4,2017,1.0,Yes,Unhealthy
A702217,Austin,Stray,Normal,Dog,Intact Female,67.0,Other,Mix color,Spayed Female,74.0,Alive,5,2015,5,2015,3,2015,7.0,No,Healthy
A743643,Austin,Wildlife,Normal,Other,Unknown,366.0,Bat Mix,Brown,Unknown,367.0,Death,2,2017,2,2017,2,2016,1.0,Unknown,Healthy
A748974,Austin,Stray,Normal,Cat,Neutered Male,223.0,Siamese Mix,Point,Neutered Male,233.0,Alive,5,2017,5,2017,10,2016,10.0,No,Healthy
A648634,Hays,Owner Surrender,Normal,Cat,Spayed Female,1326.0,Domestic Shorthair Mix,Mix color,Spayed Female,1331.0,Alive,10,2014,10,2014,3,2011,5.0,No,Healthy
A673887,Austin,Stray,Normal,Cat,Unknown,1826.0,Domestic Shorthair Mix,Mix color,Unknown,1826.0,Alive,3,2014,3,2014,3,2009,0.0,Unknown,Healthy
A713674,Austin,Stray,Injured,Dog,Intact Male,730.0,Other,Mix color,Neutered Male,758.0,Alive,10,2015,11,2015,10,2013,28.0,No,Unhealthy
A729992,Travis,Stray,Injured,Dog,Intact Male,83.0,Other,Tan,Neutered Male,123.0,Alive,6,2016,8,2016,4,2016,40.0,No,Unhealthy
A787363,Austin,Stray,Normal,Dog,Neutered Male,730.0,Other,Mix color,Neutered Male,730.0,Alive,1,2019,1,2019,1,2017,0.0,No,Healthy
A759303,Austin,Stray,Normal,Cat,Intact Male,37.0,Domestic Shorthair Mix,Black,Intact Male,60.0,Alive,9,2017,10,2017,8,2017,23.0,Yes,Healthy
A766501,Austin,Stray,Normal,Dog,Intact Male,15.0,Other,Mix color,Neutered Male,63.0,Alive,2,2018,3,2018,1,2018,48.0,No,Healthy
A674719,Austin,Stray,Normal,Dog,Intact Male,724.0,Other,Mix color,Neutered Male,730.0,Alive,3,2014,3,2014,3,2012,6.0,No,Healthy
A792078,Austin,Stray,Normal,Cat,Intact Female,730.0,Domestic Shorthair Mix,Tortie,Spayed Female,815.0,Alive,4,2019,6,2019,4,2017,85.0,No,Healthy
A744926,Austin,Owner Surrender,Normal,Dog,Intact Female,181.0,Other,Mix color,Spayed Female,186.0,Alive,3,2017,3,2017,9,2016,5.0,No,Healthy
A731914,Austin,Stray,Normal,Other,Unknown,366.0,Bat Mix,Black,Unknown,368.0,Death,7,2016,7,2016,7,2015,2.0,Unknown,Healthy
A780209,Austin,Stray,Normal,Cat,Intact Female,274.0,Domestic Shorthair Mix,Mix color,Intact Female,279.0,Alive,9,2018,9,2018,12,2017,5.0,Yes,Healthy
A678717,Manor,Stray,Normal,Cat,Intact Female,37.0,Domestic Medium Hair Mix,Mix color,Spayed Female,78.0,Alive,5,2014,6,2014,4,2014,41.0,No,Healthy
A764527,Austin,Stray,Normal,Cat,Intact Male,105.0,Domestic Shorthair Mix,Mix color,Intact Male,107.0,Alive,12,2017,1,2018,9,2017,2.0,Yes,Healthy
A675759,Austin,Public Assist,Sick,Dog,Neutered Male,2060.0,Labrador Retriever Mix,Tan,Neutered Male,2061.0,Alive,11,2015,11,2015,3,2010,1.0,No,Unhealthy
A733541,Austin,Owner Surrender,Normal,Cat,Intact Female,366.0,Domestic Shorthair Mix,Tortie,Spayed Female,373.0,Alive,8,2016,8,2016,8,2015,7.0,No,Healthy
A790687,Austin,Stray,Normal,Dog,Intact Male,212.0,Other,Tricolor,Neutered Male,216.0,Alive,3,2019,3,2019,8,2018,4.0,No,Healthy
A704877,Travis,Stray,Injured,Cat,Intact Male,365.0,Domestic Shorthair Mix,Mix color,Intact Male,366.0,Death,6,2015,6,2015,6,2014,1.0,Yes,Unhealthy
A777077,Austin,Stray,Normal,Dog,Neutered Male,61.0,Chihuahua Shorthair Mix,Mix color,Neutered Male,61.0,Alive,8,2018,8,2018,6,2018,0.0,No,Healthy
A669844,Austin,Stray,Normal,Dog,Intact Male,548.0,Other,Mix color,Neutered Male,552.0,Alive,12,2013,1,2014,6,2012,4.0,No,Healthy
A757478,Austin,Owner Surrender,Normal,Cat,Intact Female,365.0,Domestic Shorthair Mix,Black,Spayed Female,389.0,Death,9,2017,9,2017,9,2016,24.0,No,Healthy
A696212,Austin,Stray,Normal,Dog,Neutered Male,3573.5499999999965,Other,Mix color,Neutered Male,3575.6999999999966,Alive,1,2015,2,2015,2,2002,2.150000000000091,No,Healthy
A736934,Austin,Stray,Normal,Cat,Intact Female,45.0,Domestic Shorthair Mix,Mix color,Intact Female,49.0,Alive,10,2016,10,2016,9,2016,4.0,Yes,Healthy
A750932,Austin,Stray,Normal,Cat,Neutered Male,3470.0,Domestic Shorthair Mix,Mix color,Neutered Male,3474.0,Alive,6,2017,6,2017,12,2007,4.0,No,Healthy
A707641,Austin,Owner Surrender,Normal,Dog,Intact Female,3103.0,Other,Red,Intact Female,3109.0,Alive,7,2015,7,2015,1,2007,6.0,Yes,Healthy
A795199,Austin,Owner Surrender,Normal,Cat,Spayed Female,3573.5499999999965,Domestic Shorthair Mix,Torbie,Spayed Female,3575.6999999999966,Alive,5,2019,10,2019,5,2008,2.150000000000091,No,Healthy
A739151,Travis,Owner Surrender,Normal,Dog,Intact Male,61.0,Other,Mix color,Intact Male,62.0,Alive,11,2016,11,2016,9,2016,1.0,Yes,Healthy
A742364,Austin,Stray,Normal,Dog,Intact Male,366.0,Labrador Retriever Mix,Tan,Neutered Male,372.0,Alive,1,2017,1,2017,1,2016,6.0,No,Healthy
A726389,Austin,Stray,Normal,Cat,Unknown,2.0,Domestic Shorthair Mix,Calico,Unknown,2.0,Alive,5,2016,5,2016,5,2016,0.0,Unknown,Healthy
A720873,Austin,Stray,Normal,Dog,Intact Female,123.0,Labrador Retriever Mix,Mix color,Spayed Female,127.0,Alive,2,2016,2,2016,10,2015,4.0,No,Healthy
A760006,Austin,Stray,Normal,Cat,Intact Female,21.0,Domestic Shorthair Mix,Tabby,Intact Female,21.0,Alive,10,2017,10,2017,9,2017,0.0,Yes,Healthy
A705909,Austin,Stray,Normal,Cat,Intact Female,61.0,Domestic Shorthair Mix,Black,Spayed Female,87.0,Alive,6,2015,7,2015,4,2015,26.0,No,Healthy
A645000,Austin,Stray,Normal,Dog,Intact Female,2082.0,Chihuahua Shorthair Mix,Mix color,Intact Female,2082.0,Alive,9,2016,9,2016,1,2011,0.0,Yes,Healthy
A811417,Austin,Stray,Normal,Dog,Neutered Male,1461.0,Other,Mix color,Neutered Male,1461.0,Alive,1,2020,1,2020,1,2016,0.0,No,Healthy
A774322,Austin,Public Assist,Normal,Dog,Intact Male,730.0,Pit Bull Mix,Mix color,Intact Male,804.0,Alive,6,2018,8,2018,6,2016,74.0,Yes,Healthy
A672435,Austin,Stray,Normal,Dog,Intact Male,55.0,Other,Mix color,Neutered Male,63.0,Alive,2,2014,2,2014,12,2013,8.0,No,Healthy
A746500,Austin,Owner Surrender,Normal,Cat,Neutered Male,365.0,Domestic Medium Hair Mix,Mix color,Neutered Male,375.0,Alive,4,2017,4,2017,4,2016,10.0,No,Healthy
A795708,Austin,Stray,Normal,Cat,Intact Male,58.0,Domestic Shorthair,Tabby,Intact Male,71.0,Alive,5,2019,6,2019,3,2019,13.0,Yes,Healthy
A668301,Austin,Owner Surrender,Normal,Dog,Spayed Female,1096.0,Other,Black,Spayed Female,1096.0,Alive,12,2013,12,2013,12,2010,0.0,No,Healthy
A799712,Austin,Stray,Normal,Dog,Intact Male,181.0,Other,Mix color,Neutered Male,217.0,Alive,7,2019,8,2019,1,2019,36.0,No,Healthy
A808024,Austin,Stray,Sick,Cat,Intact Female,52.0,Other,Tortie,Intact Female,56.0,Alive,11,2019,11,2019,9,2019,4.0,Yes,Unhealthy
A668142,Austin,Owner Surrender,Normal,Dog,Intact Female,65.0,Labrador Retriever Mix,Mix color,Spayed Female,67.0,Alive,12,2013,12,2013,10,2013,2.0,No,Healthy
A785057,Manor,Stray,Normal,Dog,Intact Female,46.0,Other,Mix color,Intact Female,47.0,Alive,11,2018,11,2018,10,2018,1.0,Yes,Healthy
A764294,Travis,Stray,Normal,Dog,Intact Male,287.0,Other,Brindle,Intact Male,289.0,Alive,12,2017,12,2017,3,2017,2.0,Yes,Healthy
A700060,Austin,Stray,Nursing,Cat,Unknown,0.0,Domestic Shorthair Mix,Black,Unknown,1.0,Alive,4,2015,4,2015,4,2015,1.0,Unknown,Healthy
A779197,Austin,Stray,Sick,Cat,Intact Female,730.0,Domestic Shorthair Mix,Mix color,Intact Female,730.0,Alive,8,2018,8,2018,8,2016,0.0,Yes,Unhealthy
A711709,Austin,Stray,Nursing,Cat,Intact Female,2.0,Domestic Shorthair Mix,Mix color,Intact Female,2.0,Alive,9,2015,9,2015,9,2015,0.0,Yes,Healthy
A708382,Austin,Public Assist,Normal,Dog,Neutered Male,1096.0,Other,Mix color,Neutered Male,1103.0,Alive,7,2015,8,2015,7,2012,7.0,No,Healthy
A678893,Austin,Stray,Normal,Cat,Intact Male,30.0,Domestic Shorthair Mix,Mix color,Neutered Male,83.0,Alive,5,2014,7,2014,4,2014,53.0,No,Healthy
A706864,Austin,Stray,Normal,Dog,Intact Female,730.0,Other,Mix color,Spayed Female,737.0,Alive,7,2015,7,2015,7,2013,7.0,No,Healthy
A779457,Austin,Stray,Normal,Dog,Intact Male,365.0,Other,Mix color,Neutered Male,373.0,Alive,9,2018,9,2018,9,2017,8.0,No,Healthy
A780847,Travis,Stray,Normal,Dog,Intact Male,730.0,Other,Mix color,Neutered Male,735.0,Alive,9,2018,9,2018,9,2016,5.0,No,Healthy
A665325,Austin,Stray,Sick,Dog,Intact Female,92.0,Pit Bull Mix,Mix color,Intact Female,92.0,Alive,10,2013,10,2013,7,2013,0.0,Yes,Unhealthy
A796299,Austin,Stray,Normal,Cat,Intact Female,22.0,Domestic Shorthair,Calico,Intact Female,22.0,Alive,5,2019,5,2019,5,2019,0.0,Yes,Healthy
A671228,Austin,Stray,Normal,Dog,Intact Male,365.0,Other,Mix color,Neutered Male,369.0,Alive,1,2014,1,2014,1,2013,4.0,No,Healthy
A789529,Austin,Stray,Normal,Cat,Intact Male,38.0,Domestic Shorthair Mix,Tabby,Neutered Male,66.0,Alive,2,2019,3,2019,1,2019,28.0,No,Healthy
A765565,Austin,Stray,Normal,Dog,Intact Female,184.0,Pit Bull Mix,Blue,Intact Female,186.0,Alive,1,2018,1,2018,7,2017,2.0,Yes,Healthy
A798839,Austin,Stray,Nursing,Cat,Intact Female,365.0,Domestic Shorthair,Torbie,Intact Female,366.0,Alive,7,2019,7,2019,7,2018,1.0,Yes,Healthy
A789691,Austin,Public Assist,Normal,Dog,Neutered Male,876.0,Pit Bull Mix,Mix color,Neutered Male,884.0,Alive,7,2019,7,2019,2,2017,8.0,No,Healthy
A762770,Austin,Stray,Sick,Cat,Intact Male,61.0,Domestic Medium Hair Mix,Mix color,Intact Male,72.0,Alive,11,2017,12,2017,9,2017,11.0,Yes,Unhealthy
A770624,Austin,Stray,Normal,Dog,Spayed Female,2071.0,Other,Mix color,Spayed Female,2074.0,Alive,12,2019,12,2019,4,2014,3.0,No,Healthy
A734467,Austin,Public Assist,Normal,Dog,Intact Male,236.0,Other,Mix color,Neutered Male,246.0,Alive,9,2016,9,2016,1,2016,10.0,No,Healthy
