Animal ID,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Sex upon Outcome,Age upon Outcome,binary_outcome,DateTime_Intake_month,DateTime_Intake_year,DateTime_Outcome_month,DateTime_Outcome_year,Date of Birth_month,Date of Birth_year,Day_in_shelter,Reproduction_ability,health_Situation
A799752,Austin,Stray,Sick,Dog,Intact Female,510.0,Other,Black,Intact Female,515.0,Alive,7,2019,7,2019,2,2018,5.0,Yes,Unhealthy
A690543,Outside Jurisdiction,Stray,Normal,Dog,Spayed Female,411.0,Pit Bull Mix,Mix color,Spayed Female,412.0,Alive,12,2014,12,2014,10,2013,1.0,No,Healthy
A801576,Austin,Stray,Normal,Dog,Intact Female,1095.0,Other,Mix color,Intact Female,1110.0,Alive,8,2019,8,2019,8,2016,15.0,Yes,Healthy
A787392,Travis,Owner Surrender,Normal,Dog,Neutered Male,763.0,Other,Mix color,Neutered Male,765.0,Alive,2,2019,2,2019,1,2017,2.0,No,Healthy
A686093,Leander,Owner Surrender,Normal,Cat,Intact Female,131.0,Domestic Shorthair Mix,Mix color,Spayed Female,138.0,Alive,8,2014,8,2014,4,2014,7.0,No,Healthy
A772766,Austin,Stray,Normal,Cat,Intact Male,57.0,Domestic Shorthair Mix,Tabby,Neutered Male,61.0,Alive,5,2018,5,2018,3,2018,4.0,No,Healthy
A716407,Austin,Stray,Normal,Cat,Intact Female,38.0,Domestic Shorthair Mix,Torbie,Spayed Female,102.0,Alive,11,2015,1,2016,10,2015,64.0,No,Healthy
A740085,Austin,Public Assist,Normal,Cat,Spayed Female,735.0,Domestic Medium Hair Mix,Calico,Spayed Female,739.0,Alive,12,2016,12,2016,12,2014,4.0,No,Healthy
A757914,Austin,Owner Surrender,Normal,Dog,Intact Male,111.0,Other,Mix color,Neutered Male,112.0,Alive,9,2017,9,2017,5,2017,1.0,No,Healthy
A723750,Austin,Wildlife,Injured,Other,Unknown,1827.0,Other,Mix color,Unknown,1827.0,Death,4,2016,4,2016,4,2011,0.0,Unknown,Unhealthy
A698983,Travis,Stray,Normal,Cat,Intact Female,273.0,Domestic Medium Hair Mix,Torbie,Intact Female,274.0,Alive,3,2015,3,2015,6,2014,1.0,Yes,Healthy
A721423,Travis,Owner Surrender,Normal,Dog,Intact Female,730.0,Labrador Retriever Mix,Mix color,Intact Female,732.0,Alive,2,2016,2,2016,2,2014,2.0,Yes,Healthy
A747766,Austin,Stray,Normal,Dog,Intact Male,365.0,Labrador Retriever Mix,Mix color,Neutered Male,374.0,Alive,4,2017,5,2017,4,2016,9.0,No,Healthy
A782742,Austin,Stray,Normal,Cat,Intact Male,365.0,Domestic Shorthair Mix,Tabby,Neutered Male,369.0,Alive,10,2018,10,2018,10,2017,4.0,No,Healthy
A762225,Austin,Stray,Normal,Dog,Intact Male,365.0,Pit Bull Mix,Mix color,Neutered Male,466.0,Alive,11,2017,2,2018,11,2016,101.0,No,Healthy
A728216,Austin,Stray,Normal,Dog,Intact Male,731.0,Other,Tricolor,Neutered Male,732.0,Alive,6,2016,6,2016,6,2014,1.0,No,Healthy
A672411,Austin,Stray,Other,Dog,Intact Female,731.0,Labrador Retriever Mix,Black,Intact Female,735.0,Alive,2,2014,2,2014,2,2012,4.0,Yes,Healthy
A806336,Austin,Stray,Normal,Other,Unknown,730.0,Other,Tricolor,Unknown,734.0,Alive,10,2019,10,2019,10,2017,4.0,Unknown,Healthy
A793248,Austin,Stray,Normal,Cat,Intact Female,31.0,Domestic Shorthair Mix,Mix color,Spayed Female,67.0,Alive,4,2019,5,2019,3,2019,36.0,No,Healthy
A621099,Austin,Owner Surrender,Normal,Dog,Spayed Female,3573.5499999999965,Other,Mix color,Spayed Female,3575.6999999999966,Alive,2,2016,2,2016,3,2005,2.150000000000091,No,Healthy
A675194,Austin,Stray,Normal,Dog,Intact Female,729.0,Chihuahua Shorthair Mix,Mix color,Spayed Female,734.0,Alive,3,2014,3,2014,3,2012,5.0,No,Healthy
A777840,Austin,Stray,Normal,Dog,Intact Female,730.0,Other,Mix color,Spayed Female,739.0,Alive,8,2018,8,2018,8,2016,9.0,No,Healthy
A614458,Valle,Owner Surrender,Normal,Dog,Neutered Male,2925.0,Other,Black,Neutered Male,2925.0,Death,11,2017,11,2017,11,2009,0.0,No,Healthy
A778055,Travis,Stray,Normal,Cat,Intact Female,365.0,Domestic Shorthair Mix,Mix color,Intact Female,369.0,Alive,8,2018,8,2018,8,2017,4.0,Yes,Healthy
A698634,Austin,Stray,Normal,Dog,Neutered Male,2191.0,Other,Mix color,Neutered Male,2191.0,Alive,3,2015,3,2015,3,2009,0.0,No,Healthy
A727079,Austin,Stray,Normal,Cat,Intact Male,30.0,Domestic Shorthair Mix,Tabby,Intact Male,39.0,Death,5,2016,5,2016,4,2016,9.0,Yes,Healthy
A714304,Austin,Stray,Normal,Cat,Intact Female,61.0,Domestic Shorthair Mix,Black,Intact Female,69.0,Alive,10,2015,10,2015,8,2015,8.0,Yes,Healthy
A675079,Austin,Stray,Normal,Dog,Neutered Male,3573.5499999999965,Chihuahua Shorthair Mix,Tan,Neutered Male,3575.6999999999966,Alive,3,2014,3,2014,3,1999,2.150000000000091,No,Healthy
A702162,Austin,Stray,Normal,Cat,Intact Male,18.0,Domestic Shorthair Mix,Tabby,Neutered Male,70.0,Alive,5,2015,7,2015,4,2015,52.0,No,Healthy
A700776,Austin,Stray,Normal,Cat,Unknown,22.0,Domestic Shorthair Mix,Black,Unknown,22.0,Death,4,2015,4,2015,3,2015,0.0,Unknown,Healthy
A812049,Austin,Owner Surrender,Normal,Cat,Intact Female,730.0,Domestic Shorthair,Point,Spayed Female,740.0,Alive,1,2020,1,2020,1,2018,10.0,No,Healthy
A726821,Austin,Stray,Normal,Dog,Neutered Male,2556.0,Labrador Retriever Mix,Yellow,Neutered Male,2572.0,Alive,5,2016,5,2016,5,2009,16.0,No,Healthy
A651000,Austin,Public Assist,Normal,Cat,Neutered Male,3573.5499999999965,Domestic Shorthair,Mix color,Neutered Male,3575.6999999999966,Alive,11,2014,11,2014,4,2001,2.150000000000091,No,Healthy
A755445,Austin,Stray,Injured,Cat,Neutered Male,3573.5499999999965,Domestic Shorthair Mix,Black,Neutered Male,3575.6999999999966,Death,8,2017,8,2017,8,2007,2.150000000000091,No,Unhealthy
A692273,Austin,Owner Surrender,Normal,Dog,Spayed Female,1461.0,Other,Red,Spayed Female,1503.0,Alive,11,2014,12,2014,11,2010,42.0,No,Healthy
A773030,Manor,Stray,Normal,Cat,Intact Male,45.0,Other,Mix color,Intact Male,45.0,Death,5,2018,5,2018,4,2018,0.0,Yes,Healthy
A672107,Austin,Owner Surrender,Normal,Cat,Neutered Male,444.0,Domestic Medium Hair Mix,Mix color,Neutered Male,480.0,Alive,4,2014,5,2014,2,2013,36.0,No,Healthy
A677108,Pflugerville,Stray,Normal,Cat,Unknown,2.0,Domestic Shorthair Mix,Calico,Unknown,2.0,Alive,4,2014,4,2014,4,2014,0.0,Unknown,Healthy
A718431,Austin,Stray,Normal,Cat,Intact Male,365.0,Domestic Shorthair Mix,Black,Neutered Male,370.0,Alive,12,2015,1,2016,12,2014,5.0,No,Healthy
A775522,Austin,Stray,Normal,Cat,Intact Male,87.0,Siamese Mix,Point,Neutered Male,103.0,Alive,7,2018,7,2018,4,2018,16.0,No,Healthy
A718354,Austin,Stray,Normal,Cat,Intact Male,122.0,Domestic Shorthair Mix,Tabby,Neutered Male,133.0,Alive,12,2015,1,2016,8,2015,11.0,No,Healthy
A798603,Austin,Stray,Normal,Cat,Intact Male,46.0,Domestic Shorthair Mix,Black,Neutered Male,166.0,Alive,6,2019,10,2019,5,2019,120.0,No,Healthy
A678697,Austin,Stray,Normal,Dog,Intact Female,1096.0,Other,Mix color,Spayed Female,1101.0,Alive,5,2014,5,2014,5,2011,5.0,No,Healthy
A691896,Manor,Stray,Normal,Dog,Neutered Male,1603.0,Other,Mix color,Neutered Male,1607.0,Alive,11,2014,11,2014,6,2010,4.0,No,Healthy
A606852,Austin,Stray,Normal,Cat,Neutered Male,3573.5499999999965,Domestic Shorthair Mix,Tabby,Neutered Male,3575.6999999999966,Alive,4,2015,4,2015,7,2001,2.150000000000091,No,Healthy
A775769,Austin,Owner Surrender,Normal,Cat,Intact Female,2191.0,Domestic Medium Hair Mix,Calico,Intact Female,2193.0,Alive,7,2018,7,2018,7,2012,2.0,Yes,Healthy
A744362,Austin,Stray,Normal,Dog,Intact Male,544.0,Other,Black,Neutered Male,549.0,Alive,2,2017,3,2017,9,2015,5.0,No,Healthy
A738671,Austin,Stray,Normal,Cat,Intact Female,226.0,Domestic Shorthair Mix,Tortie,Intact Female,227.0,Alive,11,2016,11,2016,4,2016,1.0,Yes,Healthy
A680676,Austin,Stray,Normal,Dog,Neutered Male,2557.0,Labrador Retriever Mix,Yellow,Neutered Male,2567.0,Alive,6,2014,6,2014,6,2007,10.0,No,Healthy
A704629,Austin,Euthanasia Request,Sick,Dog,Intact Female,243.0,Labrador Retriever Mix,Black,Intact Female,282.0,Death,6,2015,7,2015,10,2014,39.0,Yes,Unhealthy
A687934,Austin,Wildlife,Normal,Other,Unknown,365.0,Other,Brown,Unknown,365.0,Death,9,2014,9,2014,9,2013,0.0,Unknown,Healthy
A787818,Austin,Stray,Nursing,Cat,Intact Female,549.0,Domestic Shorthair Mix,Tortie,Spayed Female,610.0,Alive,1,2019,3,2019,7,2017,61.0,No,Healthy
A738966,Austin,Stray,Normal,Dog,Neutered Male,3573.5499999999965,Chihuahua Shorthair Mix,Brown,Neutered Male,3575.6999999999966,Alive,11,2016,12,2016,11,2006,2.150000000000091,No,Healthy
A705183,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,488.0,Pit Bull Mix,Mix color,Neutered Male,565.0,Alive,12,2015,10,2015,6,2014,77.0,No,Healthy
A798159,Travis,Owner Surrender,Normal,Cat,Intact Female,68.0,Domestic Shorthair Mix,Tabby,Spayed Female,87.0,Alive,6,2019,7,2019,4,2019,19.0,No,Healthy
A722223,Austin,Stray,Normal,Dog,Spayed Female,3573.5499999999965,Other,Mix color,Spayed Female,3575.6999999999966,Alive,3,2016,3,2016,3,2003,2.150000000000091,No,Healthy
A758584,Austin,Stray,Normal,Cat,Intact Male,9.0,Other,Mix color,Neutered Male,78.0,Alive,9,2017,11,2017,9,2017,69.0,No,Healthy
A671431,Austin,Owner Surrender,Normal,Dog,Intact Female,365.0,Chihuahua Shorthair Mix,Mix color,Spayed Female,408.0,Alive,1,2014,3,2014,1,2013,43.0,No,Healthy
A801137,Austin,Stray,Normal,Cat,Intact Female,546.0,Other,Mix color,Intact Female,577.0,Alive,7,2019,8,2019,1,2018,31.0,Yes,Healthy
A696130,Austin,Stray,Normal,Dog,Spayed Female,2546.0,Other,Tan,Spayed Female,2548.0,Alive,1,2020,1,2020,1,2013,2.0,No,Healthy
A759786,Austin,Stray,Injured,Cat,Intact Female,365.0,Domestic Shorthair Mix,Tabby,Spayed Female,539.0,Alive,10,2017,3,2018,10,2016,174.0,No,Unhealthy
A696709,Austin,Stray,Normal,Dog,Intact Female,306.0,Other,Tan,Spayed Female,310.0,Alive,2,2015,2,2015,4,2014,4.0,No,Healthy
A673113,Travis,Public Assist,Normal,Dog,Intact Female,1826.0,Other,White,Spayed Female,1851.0,Alive,2,2014,3,2014,2,2009,25.0,No,Healthy
A729594,Travis,Stray,Normal,Dog,Intact Male,1827.0,Chihuahua Shorthair Mix,Mix color,Neutered Male,1833.0,Alive,6,2016,6,2016,6,2011,6.0,No,Healthy
A763354,Austin,Stray,Normal,Cat,Intact Male,731.0,Domestic Shorthair Mix,Tabby,Intact Male,732.0,Alive,12,2017,12,2017,12,2015,1.0,Yes,Healthy
A669304,Austin,Wildlife,Injured,Other,Unknown,731.0,Other,Brown,Unknown,731.0,Death,12,2013,12,2013,12,2011,0.0,Unknown,Unhealthy
A766336,Austin,Owner Surrender,Normal,Dog,Neutered Male,418.0,Labrador Retriever Mix,Brown,Neutered Male,435.0,Alive,4,2018,4,2018,2,2017,17.0,No,Healthy
A682911,Austin,Stray,Normal,Cat,Intact Female,6.0,Other,Point,Spayed Female,113.0,Alive,7,2014,10,2014,6,2014,107.0,No,Healthy
A769619,Austin,Owner Surrender,Normal,Dog,Intact Female,3573.5499999999965,Other,Mix color,Intact Female,3575.6999999999966,Alive,4,2018,4,2018,4,2007,2.150000000000091,Yes,Healthy
A757471,Austin,Owner Surrender,Normal,Cat,Intact Male,138.0,Domestic Shorthair Mix,Tabby,Neutered Male,155.0,Alive,9,2017,9,2017,4,2017,17.0,No,Healthy
A706891,Austin,Stray,Normal,Dog,Unknown,91.0,Labrador Retriever Mix,Mix color,Unknown,92.0,Death,7,2015,7,2015,4,2015,1.0,Unknown,Healthy
A685509,Austin,Stray,Normal,Cat,Intact Male,22.0,Domestic Shorthair Mix,Mix color,Intact Male,22.0,Alive,8,2014,8,2014,7,2014,0.0,Yes,Healthy
A725273,Austin,Owner Surrender,Normal,Cat,Spayed Female,1096.0,Domestic Shorthair Mix,Tabby,Spayed Female,1108.0,Alive,4,2016,5,2016,4,2013,12.0,No,Healthy
A760265,Austin,Stray,Normal,Cat,Intact Male,61.0,Domestic Shorthair Mix,Tabby,Neutered Male,72.0,Alive,10,2017,10,2017,8,2017,11.0,No,Healthy
A782762,Pflugerville,Owner Surrender,Normal,Dog,Neutered Male,365.0,Other,Mix color,Neutered Male,442.0,Alive,10,2018,1,2019,10,2017,77.0,No,Healthy
A796761,Pflugerville,Public Assist,Normal,Cat,Neutered Male,1463.0,Domestic Shorthair,Mix color,Neutered Male,1469.0,Alive,6,2019,6,2019,6,2015,6.0,No,Healthy
A772354,Austin,Stray,Normal,Cat,Intact Female,61.0,Domestic Shorthair Mix,Mix color,Spayed Female,105.0,Alive,5,2018,7,2018,3,2018,44.0,No,Healthy
A755651,Austin,Stray,Normal,Dog,Intact Male,61.0,Chihuahua Shorthair Mix,Brown,Neutered Male,67.0,Alive,8,2017,8,2017,6,2017,6.0,No,Healthy
A773864,Austin,Owner Surrender,Normal,Dog,Intact Female,359.0,Other,Brown,Spayed Female,363.0,Alive,6,2018,6,2018,6,2017,4.0,No,Healthy
A791595,Austin,Stray,Normal,Dog,Intact Female,270.0,Chihuahua Shorthair Mix,Mix color,Spayed Female,274.0,Alive,3,2019,4,2019,7,2018,4.0,No,Healthy
A715582,Austin,Stray,Normal,Dog,Spayed Female,549.0,Labrador Retriever Mix,Blue,Spayed Female,553.0,Alive,11,2015,11,2015,5,2014,4.0,No,Healthy
A762139,Austin,Owner Surrender,Normal,Cat,Spayed Female,1826.0,Domestic Shorthair Mix,Torbie,Spayed Female,1876.0,Alive,11,2017,1,2018,11,2012,50.0,No,Healthy
A782805,Pflugerville,Stray,Normal,Dog,Neutered Male,730.0,Other,Mix color,Neutered Male,735.0,Alive,10,2018,10,2018,10,2016,5.0,No,Healthy
A357846,Austin,Stray,Normal,Dog,Neutered Male,3573.5499999999965,Other,Mix color,Neutered Male,3575.6999999999966,Alive,3,2016,3,2016,4,2004,2.150000000000091,No,Healthy
A802859,Austin,Stray,Injured,Dog,Intact Male,730.0,Other,Mix color,Intact Male,733.0,Alive,8,2019,8,2019,8,2017,3.0,Yes,Unhealthy
A776287,Austin,Stray,Normal,Dog,Neutered Male,1461.0,Chihuahua Shorthair Mix,Mix color,Neutered Male,1463.0,Alive,7,2018,7,2018,7,2014,2.0,No,Healthy
A805714,Manor,Owner Surrender,Normal,Dog,Intact Female,548.0,Other,Mix color,Spayed Female,551.0,Alive,10,2019,10,2019,4,2018,3.0,No,Healthy
A774941,Travis,Stray,Normal,Dog,Intact Male,730.0,Pit Bull Mix,Black,Neutered Male,768.0,Alive,6,2018,7,2018,6,2016,38.0,No,Healthy
A806021,Travis,Stray,Normal,Dog,Neutered Male,1460.0,Other,Mix color,Neutered Male,1462.0,Alive,10,2019,10,2019,10,2015,2.0,No,Healthy
A733746,Austin,Stray,Nursing,Cat,Intact Female,31.0,Domestic Shorthair Mix,Tabby,Intact Female,65.0,Alive,8,2016,9,2016,7,2016,34.0,Yes,Healthy
A723323,Austin,Stray,Normal,Dog,Spayed Female,3573.5499999999965,Other,Mix color,Spayed Female,3575.6999999999966,Alive,3,2016,3,2016,3,2004,2.150000000000091,No,Healthy
A724425,Austin,Public Assist,Normal,Dog,Intact Female,183.0,Other,Brindle,Intact Female,191.0,Alive,4,2016,4,2016,10,2015,8.0,Yes,Healthy
A715235,Austin,Stray,Normal,Cat,Neutered Male,549.0,Siamese Mix,Point,Neutered Male,549.0,Death,11,2015,11,2015,5,2014,0.0,No,Healthy
A757685,Austin,Stray,Normal,Dog,Neutered Male,3573.5499999999965,Other,White,Neutered Male,3575.6999999999966,Alive,9,2017,9,2017,9,2001,2.150000000000091,No,Healthy
A699917,Austin,Stray,Normal,Dog,Intact Female,59.0,Labrador Retriever Mix,Mix color,Spayed Female,63.0,Alive,4,2015,4,2015,2,2015,4.0,No,Healthy
A713955,Austin,Owner Surrender,Injured,Cat,Neutered Male,913.0,Domestic Shorthair Mix,Mix color,Neutered Male,927.0,Alive,10,2015,10,2015,4,2013,14.0,No,Unhealthy
A614238,Austin,Stray,Normal,Cat,Spayed Female,2075.0,Domestic Medium Hair Mix,Calico,Spayed Female,2076.0,Alive,9,2016,9,2016,1,2011,1.0,No,Healthy
A761141,Austin,Public Assist,Normal,Dog,Intact Female,731.0,Other,Mix color,Intact Female,736.0,Alive,10,2017,11,2017,10,2015,5.0,Yes,Healthy
A748629,Austin,Stray,Normal,Cat,Intact Female,48.0,Domestic Shorthair Mix,Tabby,Spayed Female,135.0,Alive,5,2017,7,2017,3,2017,87.0,No,Healthy
A690099,Outside Jurisdiction,Stray,Normal,Dog,Intact Male,334.0,Other,Tricolor,Intact Male,338.0,Alive,10,2014,10,2014,11,2013,4.0,Yes,Healthy
A794207,Austin,Stray,Normal,Cat,Unknown,365.0,Domestic Shorthair Mix,Mix color,Unknown,370.0,Alive,5,2019,5,2019,5,2018,5.0,Unknown,Healthy
A724545,Austin,Stray,Normal,Dog,Spayed Female,686.0,Pit Bull Mix,Mix color,Spayed Female,688.0,Alive,11,2017,11,2017,12,2015,2.0,No,Healthy
A676511,Travis,Wildlife,Injured,Other,Unknown,365.0,Other,Black,Unknown,365.0,Death,4,2014,4,2014,4,2013,0.0,Unknown,Unhealthy
A742777,Austin,Owner Surrender,Normal,Dog,Intact Male,245.0,Other,Mix color,Neutered Male,247.0,Alive,1,2017,1,2017,5,2016,2.0,No,Healthy
A696557,Austin,Owner Surrender,Normal,Dog,Intact Female,730.0,Other,Mix color,Spayed Female,733.0,Alive,2,2015,2,2015,2,2013,3.0,No,Healthy
A764754,Austin,Stray,Normal,Cat,Intact Female,38.0,Domestic Medium Hair Mix,Black,Spayed Female,53.0,Alive,1,2018,1,2018,11,2017,15.0,No,Healthy
A717316,Austin,Stray,Normal,Dog,Intact Male,1095.0,Pit Bull Mix,Mix color,Neutered Male,1117.0,Alive,12,2015,12,2015,12,2012,22.0,No,Healthy
A732544,Valle,Stray,Normal,Dog,Intact Female,182.0,Chihuahua Shorthair Mix,Mix color,Spayed Female,187.0,Alive,8,2016,8,2016,2,2016,5.0,No,Healthy
A681742,Austin,Stray,Normal,Dog,Neutered Male,365.0,Other,Other,Neutered Male,383.0,Alive,6,2014,7,2014,6,2013,18.0,No,Healthy
A811270,Austin,Stray,Normal,Cat,Intact Female,730.0,Siamese Mix,Point,Spayed Female,735.0,Alive,12,2019,1,2020,12,2017,5.0,No,Healthy
A670584,Manor,Stray,Normal,Dog,Intact Male,184.0,Other,White,Neutered Male,189.0,Alive,1,2014,1,2014,7,2013,5.0,No,Healthy
A787444,Austin,Stray,Normal,Bird,Unknown,365.0,Other,Mix color,Unknown,376.0,Alive,1,2019,1,2019,1,2018,11.0,Unknown,Healthy
A797652,Austin,Owner Surrender,Normal,Dog,Intact Female,1826.0,Other,Mix color,Spayed Female,1836.0,Alive,6,2019,6,2019,6,2014,10.0,No,Healthy
A699436,Austin,Owner Surrender,Normal,Cat,Neutered Male,3573.5499999999965,Other,Blue,Neutered Male,3575.6999999999966,Alive,3,2015,4,2015,6,2001,2.150000000000091,No,Healthy
A705496,Austin,Stray,Normal,Cat,Unknown,7.0,Domestic Shorthair Mix,Mix color,Unknown,7.0,Alive,6,2015,6,2015,6,2015,0.0,Unknown,Healthy
A706168,Valle,Owner Surrender,Sick,Dog,Intact Male,55.0,Other,Tricolor,Intact Male,68.0,Alive,6,2015,7,2015,5,2015,13.0,Yes,Unhealthy
A771262,Travis,Stray,Normal,Cat,Intact Male,22.0,Domestic Shorthair Mix,Tabby,Neutered Male,74.0,Alive,5,2018,6,2018,4,2018,52.0,No,Healthy
A736597,Austin,Stray,Normal,Dog,Intact Male,183.0,Other,Cream,Intact Male,201.0,Alive,10,2016,10,2016,4,2016,18.0,Yes,Healthy
A666452,Austin,Stray,Normal,Dog,Intact Male,3573.5499999999965,Other,Red,Intact Male,3575.6999999999966,Alive,11,2013,11,2013,11,2000,2.150000000000091,Yes,Healthy
A680051,Austin,Stray,Normal,Cat,Intact Male,36.0,Domestic Shorthair Mix,Black,Neutered Male,80.0,Alive,5,2014,7,2014,4,2014,44.0,No,Healthy
A770206,Austin,Stray,Normal,Cat,Intact Male,730.0,Domestic Shorthair Mix,Tabby,Neutered Male,737.0,Alive,4,2018,4,2018,4,2016,7.0,No,Healthy
A721375,Travis,Owner Surrender,Normal,Dog,Intact Male,32.0,Other,Mix color,Intact Male,35.0,Alive,2,2016,2,2016,1,2016,3.0,Yes,Healthy
A700196,Austin,Stray,Normal,Dog,Intact Female,1460.0,Pit Bull Mix,Mix color,Spayed Female,1472.0,Death,4,2015,4,2015,4,2011,12.0,No,Healthy
A780259,Austin,Public Assist,Normal,Dog,Intact Male,366.0,German Shepherd Mix,Mix color,Intact Male,375.0,Alive,9,2018,9,2018,9,2017,9.0,Yes,Healthy
A684431,Austin,Owner Surrender,Normal,Dog,Neutered Male,575.0,Other,Mix color,Neutered Male,578.0,Alive,8,2014,8,2014,1,2013,3.0,No,Healthy
A774059,Austin,Stray,Normal,Cat,Intact Male,55.0,Domestic Shorthair Mix,Tabby,Neutered Male,69.0,Alive,6,2018,6,2018,4,2018,14.0,No,Healthy
A697436,Austin,Wildlife,Normal,Other,Unknown,184.0,Bat Mix,Brown,Unknown,185.0,Death,2,2015,2,2015,8,2014,1.0,Unknown,Healthy
A803887,Austin,Stray,Normal,Cat,Intact Male,73.0,Domestic Shorthair,Mix color,Neutered Male,157.0,Alive,9,2019,11,2019,6,2019,84.0,No,Healthy
A729834,Austin,Owner Surrender,Normal,Dog,Neutered Male,1096.0,Other,Mix color,Neutered Male,1702.0,Alive,6,2016,2,2018,6,2013,606.0,No,Healthy
A666733,Austin,Owner Surrender,Normal,Dog,Intact Male,614.0,Other,White,Intact Male,619.0,Alive,6,2015,6,2015,10,2013,5.0,Yes,Healthy
A743140,Austin,Owner Surrender,Normal,Dog,Neutered Male,731.0,Pit Bull Mix,Blue,Neutered Male,750.0,Alive,2,2017,2,2017,2,2015,19.0,No,Healthy
A685374,Austin,Stray,Normal,Cat,Intact Female,15.0,Domestic Shorthair Mix,Tabby,Intact Female,15.0,Alive,8,2014,8,2014,7,2014,0.0,Yes,Healthy
A754478,Austin,Stray,Normal,Cat,Intact Female,8.0,Domestic Shorthair Mix,Tabby,Intact Female,8.0,Alive,7,2017,7,2017,7,2017,0.0,Yes,Healthy
A721368,Austin,Stray,Normal,Dog,Spayed Female,1826.0,Labrador Retriever Mix,Mix color,Spayed Female,1826.0,Alive,2,2016,2,2016,2,2011,0.0,No,Healthy
A773328,Valle,Stray,Normal,Cat,Intact Female,30.0,Domestic Shorthair Mix,Tabby,Spayed Female,110.0,Alive,5,2018,8,2018,4,2018,80.0,No,Healthy
A778360,Austin,Stray,Normal,Dog,Neutered Male,3573.5499999999965,Other,Tan,Neutered Male,3575.6999999999966,Alive,8,2018,8,2018,8,2007,2.150000000000091,No,Healthy
A758103,Austin,Stray,Normal,Dog,Intact Male,731.0,Other,Brown,Neutered Male,746.0,Alive,9,2017,9,2017,9,2015,15.0,No,Healthy
A759504,Travis,Stray,Normal,Dog,Intact Male,1461.0,Labrador Retriever Mix,Yellow,Neutered Male,1581.0,Alive,10,2017,1,2018,10,2013,120.0,No,Healthy
A716402,Austin,Owner Surrender,Normal,Cat,Neutered Male,382.0,Domestic Shorthair,Mix color,Neutered Male,403.0,Alive,12,2015,12,2015,11,2014,21.0,No,Healthy
A769344,Austin,Stray,Nursing,Cat,Intact Female,2.0,Domestic Shorthair Mix,Mix color,Spayed Female,66.0,Alive,4,2018,6,2018,4,2018,64.0,No,Healthy
A714185,Austin,Owner Surrender,Normal,Cat,Intact Female,168.0,Domestic Shorthair Mix,Tortie,Spayed Female,218.0,Alive,10,2015,12,2015,5,2015,50.0,No,Healthy
A783915,Austin,Wildlife,Sick,Other,Unknown,365.0,Other,Mix color,Unknown,365.0,Death,11,2018,11,2018,11,2017,0.0,Unknown,Unhealthy
A500862,Austin,Stray,Normal,Dog,Spayed Female,2444.0,Other,White,Spayed Female,2446.0,Alive,10,2013,10,2013,2,2007,2.0,No,Healthy
A692482,Austin,Owner Surrender,Normal,Cat,Spayed Female,2922.0,Domestic Shorthair Mix,Tabby,Spayed Female,2944.0,Alive,11,2014,12,2014,11,2006,22.0,No,Healthy
A694588,Valle,Stray,Normal,Cat,Intact Female,365.0,Domestic Shorthair Mix,Tabby,Spayed Female,371.0,Alive,12,2014,1,2015,12,2013,6.0,No,Healthy
A669883,Vista,Owner Surrender,Normal,Cat,Neutered Male,1096.0,Siamese Mix,Point,Neutered Male,1219.0,Alive,12,2013,5,2014,12,2010,123.0,No,Healthy
A677539,Austin,Stray,Normal,Cat,Intact Male,15.0,Domestic Shorthair Mix,Mix color,Intact Male,15.0,Alive,4,2014,4,2014,4,2014,0.0,Yes,Healthy
A786253,Austin,Stray,Normal,Cat,Intact Female,143.0,Domestic Shorthair Mix,Mix color,Spayed Female,153.0,Alive,12,2018,12,2018,7,2018,10.0,No,Healthy
A750347,Austin,Owner Surrender,Normal,Other,Intact Female,89.0,Other,Tricolor,Intact Female,94.0,Alive,5,2017,5,2017,2,2017,5.0,Yes,Healthy
A802263,Austin,Stray,Normal,Dog,Intact Female,88.0,Other,Brindle,Spayed Female,92.0,Alive,8,2019,8,2019,5,2019,4.0,No,Healthy
A686857,Austin,Stray,Injured,Cat,Intact Male,92.0,Domestic Shorthair Mix,Mix color,Intact Male,92.0,Death,8,2014,8,2014,5,2014,0.0,Yes,Unhealthy
A724825,Austin,Stray,Normal,Dog,Intact Male,1.0,Pit Bull Mix,Mix color,Neutered Male,73.0,Alive,4,2016,7,2016,4,2016,72.0,No,Healthy
A752906,Austin,Wildlife,Normal,Other,Unknown,365.0,Bat Mix,Brown,Unknown,366.0,Death,6,2017,6,2017,6,2016,1.0,Unknown,Healthy
A721061,Travis,Owner Surrender,Normal,Other,Intact Female,245.0,Other,Mix color,Intact Female,245.0,Alive,2,2016,2,2016,6,2015,0.0,Yes,Healthy
A698216,Austin,Owner Surrender,Normal,Cat,Spayed Female,575.0,Siamese Mix,Point,Spayed Female,590.0,Alive,10,2015,10,2015,3,2014,15.0,No,Healthy
A756598,Austin,Stray,Normal,Cat,Unknown,365.0,Domestic Shorthair Mix,Mix color,Unknown,368.0,Alive,8,2017,8,2017,8,2016,3.0,Unknown,Healthy
A717400,Austin,Stray,Normal,Cat,Intact Male,244.0,Domestic Shorthair Mix,Black,Neutered Male,248.0,Alive,12,2015,12,2015,4,2015,4.0,No,Healthy
